   0.105718991756439218E+001   0.290602916479110718E+001   0.129413008689880371E+000   0.138340884447097778E+004  -0.229810030223590601E+007  -0.690775511231546968E+001    1
   0.905614972114562988E+000   0.299226611852645874E+001   0.110895931720733643E+001   0.855102032423019409E+003  -0.128302846748310351E+007  -0.690875511231548245E+001    1
   0.878810691833496138E+000   0.297897094488143921E+001   0.643948316574096680E+000   0.797544807195663452E+003  -0.877511630127690616E+006  -0.690975511231547301E+001    1
   0.112088439464569101E+001   0.299959713220596313E+001   0.280906677246093750E+001   0.105312773585319519E+004  -0.871598750644901535E+006  -0.691075511231547601E+001    1
   0.941613650321960427E+000   0.256888067722320557E+001   0.171686947345733643E+001   0.116316074132919312E+004  -0.849349645032199216E+006  -0.691175511231546658E+001    1
   0.115662586688995361E+001   0.220103287696838379E+001   0.396035313606262207E+000   0.120217853784561157E+004  -0.763979109999873675E+006  -0.691275511231547579E+001    1
   0.103949401378631601E+001   0.256825143098831177E+001   0.192237854003906250E+001   0.115686410665512085E+004  -0.739394002834020415E+006  -0.691375511231547435E+001    1
   0.102393560409545903E+001   0.233113932609558105E+001   0.619023442268371582E+000   0.109745123982429504E+004  -0.687791746264415211E+006  -0.691475511231548357E+001    1
   0.830299854278564453E+000   0.265780520439147949E+001   0.313757658004760742E+000  -0.641826599836349487E+003  -0.666616173302920070E+006  -0.691575511231552209E+001    1
   0.925345015525817827E+000   0.203393304347991943E+001   0.149021923542022705E+001   0.147155532240867615E+004  -0.634644117075886112E+006  -0.691675511231554463E+001    1
   0.991688966751098633E+000   0.228708475828170776E+001   0.101385354995727539E+001   0.110169389843940735E+004  -0.610199956574545824E+006  -0.691775511231549967E+001    1
   0.113031980991363534E+001   0.256868809461593628E+001   0.272761702537536621E+001   0.115714916586875916E+004  -0.577919410822744481E+006  -0.691875511231549378E+001    1
   0.840573692321777366E+000   0.297186988592147827E+001   0.536623477935791016E+001   0.125357875227928162E+004  -0.560056787866199156E+006  -0.691975511231551454E+001    1
   0.926458930969238259E+000   0.217552953958511353E+001   0.235822677612304688E+001   0.139052310585975647E+004  -0.548819973422067123E+006  -0.692075511231548113E+001    1
   0.115002193450927725E+001   0.195440286397933960E+001   0.130229115486145020E+001   0.137746149301528931E+004  -0.522833337586119946E+006  -0.692175511231547080E+001    1
   0.905036568641662598E+000   0.258000916242599487E+001   0.181660652160644531E+000  -0.629382938146591187E+003  -0.490119191493490653E+006  -0.692275511231549334E+001    1
   0.879449129104614258E+000   0.251138412952423096E+001   0.547477126121520996E+001   0.149638155102729797E+004  -0.388809728405768343E+006  -0.692375511231548746E+001    1
   0.101125786304473886E+001   0.243418908119201660E+001   0.271183848381042480E+000  -0.683262407779693604E+003  -0.350416326517980429E+006  -0.692475511231548957E+001    1
   0.117787916660308833E+001   0.243495690822601318E+001   0.471738338470458984E+001   0.143035748600959778E+004  -0.314489025844861229E+006  -0.692575511231552365E+001    1
   0.849374818801879927E+000   0.236807924509048462E+001   0.265927970409393311E+001   0.899995356798171997E+003  -0.312578412151494063E+006  -0.692675511231553909E+001    1
   0.899003267288208008E+000   0.200944876670837402E+001   0.242007136344909668E+001   0.121809864044189453E+004  -0.312002025771013345E+006  -0.692775511231552343E+001    1
   0.812230515480041548E+000   0.255627626180648804E+001   0.361762583255767822E+001  -0.922729730606079102E+003  -0.278059512342612376E+006  -0.692875511231550334E+001    1
   0.948178243637084917E+000   0.265402829647064209E+001   0.333796620368957520E+001   0.758130490779876709E+003  -0.244913515743064927E+006  -0.692975511231548769E+001    1
   0.905467128753662087E+000   0.235324627161026001E+001   0.352321386337280273E+001  -0.980166703462600708E+003  -0.233083499633138621E+006  -0.693075511231546315E+001    1
   0.939259696006774947E+000   0.266901129484176636E+001   0.451350510120391846E+001  -0.970218092203140259E+003  -0.231135138999863673E+006  -0.693175511231550789E+001    1
   0.952719759941101030E+000   0.249544876813888550E+001   0.353412151336669922E+001  -0.916649311780929565E+003  -0.227015904036206484E+006  -0.693275511231550912E+001    1
   0.870122408866882413E+000   0.200004959106445312E+001   0.205985248088836670E+001   0.922219693660736084E+003  -0.210468558628943341E+006  -0.693375511231550057E+001    1
   0.111147081851959229E+001   0.182723540067672729E+001   0.113184928894042969E+001   0.127193221449851990E+004  -0.208367491733394359E+006  -0.693475511231554709E+001    1
   0.102610950469970708E+001   0.227279144525527954E+001   0.550291657447814941E+001   0.148657256364822388E+004  -0.207252758283252566E+006  -0.693575511231551811E+001    1
   0.904597663879394553E+000   0.288191413879394531E+001   0.575864195823669434E+001  -0.959305673837661743E+003  -0.199799479555522266E+006  -0.693675511231548558E+001    1
   0.875932502746582076E+000   0.293750113248825073E+001   0.112545490264892578E+001  -0.422667175531387329E+003  -0.196740128694005136E+006  -0.693775511231549125E+001    1
   0.111460478305816646E+001   0.294950062036514282E+001   0.221233427524566650E+001   0.454786807298660278E+003  -0.186008661769224273E+006  -0.693875511231549424E+001    1
   0.114864726066589351E+001   0.242687040567398071E+001   0.495195686817169189E+001   0.111240738630294800E+004  -0.177915148723898223E+006  -0.693975511231547948E+001    1
   0.108960835933685307E+001   0.232928466796875000E+001   0.524063050746917725E+001   0.113504537940025330E+004  -0.167205351276745467E+006  -0.694075511231545761E+001    1
   0.956092572212219216E+000   0.162906414270401001E+001   0.792807340621948242E-001   0.990928500890731812E+003  -0.163886158707015100E+006  -0.694175511231546682E+001    1
   0.953447008132934593E+000   0.215512758493423462E+001   0.253340005874633789E+001   0.828377544879913330E+003  -0.163390296089610318E+006  -0.694275511231551334E+001    1
   0.902754878997802712E+000   0.172002035379409790E+001   0.236607491970062256E+001   0.119349190592765808E+004  -0.162983524105881865E+006  -0.694375511231550835E+001    1
   0.905241465568542458E+000   0.245535421371459961E+001   0.435391545295715332E+001   0.809239089488983154E+003  -0.161967626861172757E+006  -0.694475511231550335E+001    1
   0.813426613807678223E+000   0.255066615343093872E+001   0.728816092014312744E+001   0.124858582019805908E+004  -0.156776671635711391E+006  -0.694575511231551523E+001    1
   0.112373347282409664E+001   0.203260356187820435E+001   0.214792191982269287E+001   0.890601813793182373E+003  -0.153926840525288892E+006  -0.694675511231552090E+001    1
   0.924170660972595259E+000   0.260282742977142334E+001   0.443489491939544678E+001  -0.798627048730850220E+003  -0.151869331472557242E+006  -0.694775511231551945E+001    1
   0.885115146636962891E+000   0.293536502122879028E+001   0.559375584125518799E+001  -0.760174453258514404E+003  -0.145576527766929037E+006  -0.694875511231547005E+001    1
   0.992981410026550271E+000   0.271252888441085815E+001   0.379416525363922119E+001   0.624919474124908447E+003  -0.144461866159445228E+006  -0.694975511231546506E+001    1
